merchant,category,amt,lat,long,merch_lat,merch_long,hour,day,month,gender,cc_num,is_fraud
Target,electronics,809.98,30.3532,-104.4087,30.3034,-104.3688,15,27,9,M,7913454961209300,0
eBay,electronics,762.7,38.1997,-90.8776,38.187,-90.8493,10,24,6,F,6786898616301336,0
Kroger,electronics,85.84,48.0493,-115.2895,48.035000000000004,-115.3234,12,17,3,M,3054444672918054,0
eBay,fuel,801.53,47.8061,-86.505,47.7901,-86.4913,6,31,10,F,9038818905886667,0
Shell,grocery,341.97,43.6207,-76.7271,43.5909,-76.68069999999999,9,22,9,F,1962825615047681,0
7-Eleven,electronics,906.76,39.3271,-76.4313,39.3296,-76.4215,13,7,6,M,8183634069750937,0
eBay,grocery,738.2,44.0179,-120.0014,43.990899999999996,-120.0107,17,7,3,M,1322735773500150,0
7-Eleven,pharmacy,954.15,34.3872,-118.6979,34.385,-118.7312,22,29,3,F,2202005549036400,0
7-Eleven,convenience,739.08,38.8767,-102.3244,38.8591,-102.368,20,22,7,M,6323422525440688,0
eBay,grocery,905.92,34.6843,-98.3583,34.6681,-98.3264,13,28,3,F,3540081201075638,1
Amazon,clothing,878.28,40.9402,-110.1204,40.970099999999995,-110.0772,5,27,7,M,6475684949398648,0
Kroger,grocery,67.94,45.4754,-117.6998,45.481700000000004,-117.65849999999999,7,22,3,M,3964677529808656,0
Shell,pharmacy,965.38,42.2969,-82.989,42.3042,-83.007,5,25,6,M,1471754659818736,0
Walmart,clothing,274.07,33.6793,-123.1921,33.674,-123.2025,19,23,7,M,4708303317523677,0
CVS,grocery,990.34,34.726,-76.0383,34.7365,-76.08210000000001,23,17,8,M,4751204757058668,0
Shell,convenience,492.78,30.1199,-77.4758,30.0779,-77.4608,0,16,12,M,1375702776259521,0
CVS,convenience,787.09,35.8826,-101.1876,35.901199999999996,-101.22670000000001,8,19,1,F,1884982721421635,0
CVS,clothing,374.58,43.4115,-78.837,43.3732,-78.8627,3,6,7,F,2290508299833959,0
Kroger,grocery,270.05,28.0332,-75.0372,28.020500000000002,-75.0774,2,15,7,F,6346281619631755,0
Amazon,convenience,234.64,30.2617,-82.0488,30.294500000000003,-82.0593,1,7,8,M,4954071368724112,0
CVS,clothing,487.11,40.4156,-80.1865,40.4385,-80.179,15,22,3,F,8560015244690139,1
CVS,convenience,537.65,45.2493,-72.7585,45.2354,-72.8042,16,5,12,F,5449465833468357,0
Kroger,grocery,596.27,31.6806,-121.1818,31.702099999999998,-121.20429999999999,5,14,12,M,1219077249850662,0
Amazon,clothing,273.8,27.2437,-78.3448,27.2367,-78.3233,1,29,4,M,8715777331038388,0
Kroger,electronics,63.12,44.3593,-85.0843,44.3589,-85.0701,17,8,6,F,7889808338344828,0
7-Eleven,pharmacy,75.5,27.8296,-118.0571,27.7869,-118.1011,11,25,4,M,3451105311347177,0
Amazon,convenience,351.72,40.8493,-123.6507,40.8033,-123.6558,18,26,5,M,4730798029737180,0
Walmart,electronics,666.75,37.5413,-85.3611,37.519,-85.33449999999999,10,10,1,M,8800244886558156,0
7-Eleven,electronics,716.71,36.0103,-119.2194,35.9943,-119.1762,9,3,1,F,2985630168548242,0
Target,convenience,999.79,39.6523,-99.0797,39.6815,-99.061,12,26,10,M,1298575193155069,0
eBay,fuel,742.27,32.4941,-100.32,32.5028,-100.31479999999999,3,1,11,F,6548705934557508,1
Amazon,convenience,546.03,47.5144,-96.4412,47.544000000000004,-96.4491,1,6,12,M,8359055096464846,0
Walmart,convenience,109.86,46.9446,-76.9389,46.9016,-76.938,12,28,8,F,3462834333561739,0
Walmart,grocery,293.1,32.2348,-114.0306,32.28,-114.0412,6,8,1,F,1643990310208784,0
Apple Store,fuel,250.38,35.2914,-111.8972,35.2853,-111.9384,15,11,11,F,6064574588886796,0
Target,electronics,68.82,43.1338,-66.2051,43.1582,-66.2192,1,12,1,M,8527623965260860,1
Kroger,convenience,567.55,45.1196,-97.4782,45.1286,-97.4821,12,23,9,F,3092298963785430,0
Shell,pharmacy,711.23,29.537,-115.8631,29.505399999999998,-115.8938,16,16,4,F,8880174157012290,0
eBay,pharmacy,667.54,34.2319,-87.6051,34.259800000000006,-87.58789999999999,6,12,6,M,2778277515555822,1
Walmart,fuel,706.75,28.3394,-74.5124,28.344900000000003,-74.514,10,13,9,M,8872491706192699,0
CVS,fuel,764.86,48.6843,-118.802,48.6408,-118.771,7,10,10,M,7328151904195894,0
Best Buy,electronics,43.7,45.6388,-103.8526,45.6617,-103.82499999999999,20,27,4,F,1990092382923422,1
Target,clothing,461.72,34.1654,-117.3274,34.1783,-117.2897,8,15,7,F,4125177316383583,0
eBay,clothing,165.4,29.492,-122.3481,29.4933,-122.3135,10,8,6,M,8534565554638017,1
Best Buy,pharmacy,987.91,38.2427,-74.4169,38.260799999999996,-74.4018,9,13,7,M,9903014376489495,1
Target,clothing,17.01,26.7882,-111.5821,26.8185,-111.63119999999999,4,26,4,F,2254227698392833,1
Target,clothing,86.39,40.8925,-101.1389,40.9296,-101.1183,11,20,3,F,5772915981833819,1
Walmart,convenience,569.46,39.2402,-116.1331,39.237,-116.1171,12,4,10,M,3715192869637292,1
Kroger,electronics,367.24,25.6841,-72.2831,25.707,-72.244,13,11,9,F,1559521618727396,1
Kroger,clothing,916.07,37.9974,-75.4816,37.994,-75.4392,11,23,11,M,4606072654934765,0
Kroger,electronics,691.99,40.6006,-110.4601,40.5668,-110.4641,20,17,7,F,6566891989037043,0
Target,fuel,831.49,34.8493,-120.2332,34.8265,-120.26469999999999,17,10,9,M,6608417215326145,1
Apple Store,grocery,957.27,45.5112,-71.2375,45.5064,-71.2494,23,29,9,F,9835856189737192,0
eBay,pharmacy,736.16,42.6494,-123.2581,42.603,-123.2367,8,9,11,M,4109078819097511,0
Apple Store,grocery,972.45,32.0942,-88.0092,32.0573,-87.998,16,21,5,M,2904763815046363,0
Best Buy,pharmacy,54.3,42.1034,-66.5877,42.1181,-66.5716,23,21,12,F,3804321599427699,0
Best Buy,convenience,681.84,30.4455,-113.2052,30.426399999999997,-113.1658,4,2,1,F,3709709204554846,0
eBay,fuel,582.88,42.9975,-81.6918,42.9853,-81.6572,13,17,7,F,1920952625864358,0
Best Buy,electronics,410.52,46.1916,-94.4775,46.181000000000004,-94.5077,10,5,11,F,2954515312200569,0
Target,convenience,721.78,41.3454,-79.7604,41.346799999999995,-79.8075,14,19,8,M,1646636860653647,0
Target,electronics,557.75,45.2023,-112.4738,45.1728,-112.5078,8,26,9,M,4883349564640161,1
Shell,convenience,934.28,35.4614,-98.6595,35.4518,-98.68839999999999,23,1,2,F,1799139959935222,0
Best Buy,fuel,412.49,32.6817,-85.3956,32.65,-85.3858,22,8,10,F,4408358446346887,0
Target,electronics,556.58,43.7185,-107.5993,43.6999,-107.6457,7,29,9,F,3654326791820354,0
Apple Store,convenience,324.81,44.8867,-95.6807,44.8788,-95.7219,3,1,9,F,1257234252282682,0
Amazon,pharmacy,750.86,36.6015,-86.3267,36.5717,-86.3479,19,6,12,F,8465599063735724,0
Walmart,fuel,316.41,33.8407,-76.8511,33.7979,-76.8638,5,24,7,M,3263122707963542,0
Best Buy,grocery,606.62,42.4727,-103.0041,42.5183,-103.01379999999999,12,16,4,M,6449850326585207,0
Amazon,grocery,375.05,41.1274,-88.4338,41.1454,-88.456,13,21,5,M,1507914859013212,0
7-Eleven,pharmacy,158.72,38.1374,-100.8562,38.1757,-100.813,17,18,12,F,2478413949827389,0
Shell,fuel,916.47,32.9725,-109.1304,32.9344,-109.1177,11,12,3,M,2318613114389125,0
Amazon,electronics,793.55,45.4623,-91.1219,45.436099999999996,-91.0821,9,15,3,M,7328985709319480,0
Shell,pharmacy,522.02,32.1767,-102.5593,32.1774,-102.5218,5,12,1,M,2275617911528428,0
eBay,pharmacy,423.76,37.2821,-116.1456,37.2345,-116.1836,12,9,5,F,6950247473521422,0
eBay,fuel,762.96,34.3355,-81.5447,34.3429,-81.54180000000001,7,1,2,M,3373729930069479,0
eBay,pharmacy,386.08,30.0902,-98.2217,30.1048,-98.20179999999999,10,11,2,M,2871269772198247,0
Apple Store,fuel,172.62,45.9038,-89.6206,45.8704,-89.6575,7,10,10,F,3316762459847739,0
Apple Store,electronics,477.11,26.492,-88.6984,26.517500000000002,-88.7133,14,31,10,F,1275469170173881,0
eBay,convenience,843.39,30.8035,-115.3016,30.8227,-115.29329999999999,6,8,10,M,7829004760218962,0
Amazon,pharmacy,519.98,40.4963,-95.4551,40.4606,-95.4391,0,24,3,F,2135350264933819,0
Shell,convenience,684.13,25.6196,-108.8383,25.586799999999997,-108.801,23,22,4,F,5775149695689828,1
Amazon,fuel,439.34,30.9108,-102.3331,30.926799999999997,-102.33630000000001,12,27,2,F,6226234092793299,0
eBay,fuel,823.17,41.3129,-77.4627,41.3405,-77.4253,15,29,10,M,8792244794260977,0
Shell,pharmacy,484.45,29.0259,-101.7106,29.0365,-101.7183,23,11,10,F,7379967062594295,0
Best Buy,clothing,14.66,32.755,-80.5015,32.743700000000004,-80.5067,14,8,5,M,5857219466640987,0
CVS,pharmacy,363.07,38.3325,-93.2936,38.343,-93.3149,10,19,6,F,1700105361380328,0
Kroger,electronics,488.92,38.8981,-104.827,38.9157,-104.876,8,1,5,M,2104149418478872,0
Amazon,pharmacy,352.39,28.816,-100.1848,28.7802,-100.1644,2,14,5,M,9948326770675590,0
Kroger,electronics,40.98,28.8539,-94.2779,28.860699999999998,-94.2595,20,14,8,F,5832067129720680,0
Shell,electronics,92.78,34.1862,-93.8735,34.2222,-93.89320000000001,9,19,5,F,2892798430730219,0
Kroger,pharmacy,816.24,42.8902,-88.1949,42.9127,-88.1472,15,6,10,F,5903259171825360,0
Apple Store,convenience,181.7,26.8276,-100.4786,26.8762,-100.4583,22,23,10,F,5767660089404870,0
Target,grocery,818.49,45.0588,-68.1711,45.0721,-68.19109999999999,7,13,3,F,2145808208971926,0
Target,clothing,325.7,27.0669,-70.1417,27.0457,-70.1164,7,7,10,F,4202393163517844,0
Target,pharmacy,60.55,29.7664,-94.449,29.756,-94.4202,11,13,7,M,5036249768451511,0
Kroger,electronics,306.26,29.7604,-80.464,29.7951,-80.4185,22,9,11,F,3093558241154421,0
Best Buy,clothing,103.47,25.9234,-97.6599,25.8927,-97.69309999999999,3,25,2,F,3874715451278501,0
Best Buy,fuel,150.55,47.6634,-123.6994,47.6693,-123.713,21,12,9,F,2324601910262965,0
Apple Store,fuel,27.22,28.2593,-100.994,28.2758,-100.9671,20,16,5,M,6745910764280925,1
Walmart,pharmacy,791.19,25.6016,-96.4981,25.6005,-96.47349999999999,23,22,6,F,5845386446618300,0
Apple Store,grocery,239.24,35.523,-87.9545,35.533300000000004,-87.946,20,19,8,M,6727075664384773,0
7-Eleven,clothing,400.77,44.0954,-99.4616,44.0524,-99.4818,2,11,8,M,1098569934315542,0
Target,clothing,950.59,44.6437,-110.0301,44.628600000000006,-110.02720000000001,2,27,11,M,2773095786931627,0
Walmart,grocery,322.77,43.6546,-72.0225,43.694300000000005,-71.97489999999999,21,24,5,F,1245016285806114,0
Apple Store,fuel,307.28,45.9887,-74.7593,46.0246,-74.78739999999999,20,13,11,M,7497288505167331,0
Amazon,electronics,240.46,41.5894,-121.4694,41.6275,-121.5135,6,21,12,F,5545088682585309,1
Kroger,fuel,60.86,42.8607,-104.7126,42.8737,-104.74279999999999,5,15,10,F,5056722794510090,0
CVS,clothing,260.15,29.6602,-92.3299,29.6498,-92.2944,17,9,8,M,1290607797739251,0
Best Buy,fuel,718.92,37.4275,-68.8533,37.4667,-68.8632,20,28,6,M,3209672416090381,0
CVS,clothing,987.06,30.605,-69.8105,30.6247,-69.77420000000001,17,15,9,F,8338298960429494,0
Amazon,fuel,844.08,26.4946,-75.1276,26.529999999999998,-75.0873,14,1,3,F,6100736670965362,0
Apple Store,convenience,374.94,35.2841,-109.8233,35.2687,-109.8683,12,28,6,F,7380551241682627,0
7-Eleven,grocery,434.97,36.8823,-97.2125,36.8611,-97.2214,18,6,8,F,7482674172224541,0
Target,grocery,492.88,40.3734,-69.2478,40.349399999999996,-69.2814,11,8,8,M,1206080083081281,0
CVS,clothing,432.63,40.5867,-98.0521,40.6134,-98.0484,19,25,6,F,8638808416430589,0
Apple Store,fuel,245.32,40.1143,-92.9993,40.0877,-93.0252,23,26,7,M,4091159320108169,0
Best Buy,fuel,760.9,29.9368,-124.1545,29.9542,-124.14659999999999,0,21,11,F,1152553273774163,0
CVS,pharmacy,353.65,48.7153,-95.5781,48.7009,-95.5809,11,31,12,F,4105569189554723,1
CVS,clothing,917.59,25.2791,-115.6336,25.3167,-115.6264,5,16,2,M,1785336334901283,0
Apple Store,clothing,175.09,41.0425,-116.0419,41.065999999999995,-116.0857,7,24,5,M,5649391616594425,0
Walmart,grocery,709.84,38.3565,-102.6386,38.4004,-102.6107,7,18,5,M,3822371630788662,0
Amazon,convenience,522.27,35.6369,-119.9194,35.6224,-119.8905,11,26,7,F,9173105390265680,0
Best Buy,fuel,906.68,39.5508,-93.9876,39.5319,-93.9451,15,24,5,M,3291348365324645,0
Walmart,fuel,421.76,44.0726,-110.505,44.104,-110.5131,21,1,5,M,1768294209694469,0
Walmart,fuel,380.88,27.9791,-80.2243,28.006899999999998,-80.216,23,18,10,F,4148335600024077,0
Kroger,pharmacy,516.92,30.1236,-121.7121,30.1184,-121.69340000000001,22,25,4,M,3190888806645741,0
Amazon,clothing,624.11,29.4991,-70.9444,29.4591,-70.9324,22,21,8,F,4709646253961518,0
eBay,pharmacy,773.25,33.6462,-73.9126,33.6059,-73.93599999999999,19,23,1,F,6404639389937203,0
CVS,convenience,424.66,41.7898,-103.4221,41.752,-103.4474,7,5,10,F,6536933200235754,0
eBay,convenience,147.93,37.1244,-100.9892,37.0817,-101.0373,15,15,2,F,5726929043312327,0
Amazon,electronics,964.81,36.7674,-92.7732,36.7259,-92.8144,7,18,7,M,9992988683570722,0
Target,convenience,70.63,40.8777,-89.1298,40.8794,-89.1005,16,4,3,M,6115769812782006,0
Apple Store,electronics,220.18,26.6494,-95.0452,26.662,-95.02159999999999,10,21,7,F,8547988154515275,0
Walmart,fuel,667.36,48.1403,-118.3429,48.1073,-118.3518,2,12,2,M,5791231985453389,0
Apple Store,fuel,97.73,43.97,-76.6669,43.98,-76.62819999999999,14,22,12,M,2048765202734922,0
7-Eleven,fuel,668.76,42.0907,-82.1546,42.0946,-82.1806,15,31,2,F,3093270679820912,0
Amazon,electronics,844.47,32.0927,-83.7766,32.1009,-83.74680000000001,20,5,10,F,8786793296217071,0
Apple Store,clothing,165.56,37.562,-78.4006,37.6087,-78.3519,14,30,8,F,6562629781934966,0
7-Eleven,convenience,999.57,26.3552,-93.8837,26.4032,-93.88680000000001,11,31,11,F,2559050514942213,0
Walmart,grocery,844.34,43.295,-69.6556,43.3209,-69.60640000000001,3,27,12,F,7829284223602382,0
7-Eleven,electronics,829.96,29.5657,-73.3709,29.5681,-73.4197,4,28,8,F,2168718738788410,1
Kroger,grocery,374.95,42.7289,-89.779,42.710800000000006,-89.74969999999999,9,9,6,M,2226733040313301,0
Best Buy,grocery,801.25,48.4913,-80.4038,48.5255,-80.4182,22,10,5,M,5473695342962516,0
eBay,grocery,445.15,31.794,-85.4302,31.786,-85.4766,19,26,11,M,6023975752329153,0
Target,pharmacy,97.65,45.6376,-78.6668,45.6242,-78.6227,21,16,7,F,2206393231780425,0
7-Eleven,clothing,525.36,34.2357,-107.3933,34.2436,-107.4048,19,26,9,F,3808605606899532,0
CVS,grocery,59.71,37.2637,-96.2592,37.2971,-96.2219,11,12,2,F,2670781001668914,0
Shell,electronics,190.77,33.8861,-119.9831,33.8486,-119.97409999999999,9,29,4,F,9380140007918039,0
Apple Store,fuel,85.16,36.6792,-69.4639,36.719300000000004,-69.4456,14,22,12,F,1644764088628108,0
CVS,grocery,694.56,37.7048,-106.5724,37.742,-106.5447,0,17,10,M,2460362002087999,0
eBay,grocery,921.92,30.031,-97.8236,30.076999999999998,-97.7936,23,6,6,M,1743290690074839,0
CVS,clothing,332.1,47.895,-98.7269,47.9418,-98.711,6,26,6,F,6712340867985427,0
Target,pharmacy,733.02,37.2008,-120.1465,37.210300000000004,-120.1725,19,23,11,F,8255550715616310,1
Kroger,fuel,789.44,35.2976,-96.1904,35.3153,-96.15169999999999,18,13,3,M,2543016498997324,0
eBay,pharmacy,105.52,47.2986,-124.9498,47.301700000000004,-124.97699999999999,18,13,3,F,2415151195386957,0
Shell,electronics,578.97,31.4206,-114.768,31.3714,-114.8013,13,28,10,F,8279651345463145,0
Target,convenience,776.63,47.2533,-100.8725,47.2608,-100.8691,12,5,2,F,1136918388902784,1
7-Eleven,fuel,59.11,31.4346,-98.8939,31.4029,-98.8862,19,24,8,M,1234789636174852,0
Walmart,convenience,488.94,47.4678,-87.8035,47.4627,-87.7865,5,4,10,M,4441621654638122,0
eBay,electronics,38.2,36.1227,-112.0001,36.1002,-111.9715,15,18,1,F,3263251950011324,0
Kroger,fuel,890.82,44.9619,-69.1735,44.9823,-69.18050000000001,5,10,1,M,3454255018206219,0
Walmart,convenience,693.31,33.7146,-90.6654,33.7151,-90.7072,7,28,12,F,7054850807257488,1
Best Buy,electronics,481.18,39.42,-90.6256,39.3906,-90.65490000000001,4,10,2,F,5071719849209398,1
Target,clothing,602.51,41.9321,-98.6565,41.9745,-98.6168,10,25,10,M,9237634336270482,0
Best Buy,electronics,778.57,36.4457,-80.3641,36.4322,-80.33609999999999,8,31,5,F,2205513139530103,0
Amazon,convenience,383.92,28.5326,-73.8059,28.5703,-73.7774,18,9,1,M,6021605403439081,0
Amazon,pharmacy,914.23,46.846,-102.9406,46.89319999999999,-102.9788,23,22,12,F,3073027362636949,0
7-Eleven,clothing,630.64,43.2212,-113.8147,43.1993,-113.7649,23,10,4,M,1151942004825805,0
Target,convenience,794.95,30.4354,-99.2542,30.443,-99.23179999999999,15,5,2,M,4930892968207655,0
Apple Store,fuel,327.64,34.4276,-101.4926,34.4278,-101.46459999999999,10,16,2,M,5332828425203509,0
7-Eleven,electronics,910.53,34.1937,-107.5325,34.1469,-107.5442,18,2,10,F,8244728390820282,0
Amazon,clothing,756.38,38.1641,-70.6107,38.186299999999996,-70.64219999999999,10,22,5,M,5155324676147512,0
Apple Store,electronics,167.73,30.1713,-103.0069,30.186,-102.9612,5,10,2,M,7297752602351748,1
7-Eleven,pharmacy,337.0,48.1986,-106.7235,48.1918,-106.6958,15,5,4,M,9172936283501393,0
eBay,electronics,355.13,46.6982,-115.8645,46.669,-115.8615,13,20,12,M,5989206913783010,0
Kroger,clothing,239.44,41.8194,-107.6997,41.8639,-107.7398,23,3,3,F,9682308576124520,0
7-Eleven,fuel,309.97,47.0278,-85.3396,47.0525,-85.3532,14,9,11,M,4257266270321613,0
eBay,convenience,610.58,48.5014,-96.5459,48.455299999999994,-96.59060000000001,9,25,1,M,8122497303967256,1
Apple Store,clothing,566.45,36.9093,-108.1409,36.8876,-108.168,16,15,7,F,6171631554293092,0
Best Buy,clothing,288.13,48.0397,-91.2982,48.0309,-91.3368,12,16,1,F,9858051975790360,0
CVS,electronics,111.1,34.1117,-88.1369,34.1469,-88.1082,19,31,3,F,2860305201743520,0
Target,fuel,687.5,48.1957,-94.8466,48.221700000000006,-94.87689999999999,23,16,11,F,9606779491575856,0
CVS,electronics,917.8,37.7235,-114.8295,37.6864,-114.79729999999999,7,31,3,M,9224298301441331,0
Amazon,electronics,202.45,29.9643,-123.0444,29.9692,-123.0777,5,3,5,M,7239666865122772,0
Walmart,clothing,192.27,46.0564,-102.3361,46.048899999999996,-102.3433,12,31,11,F,2263422841858970,0
Amazon,fuel,989.75,48.4344,-103.5289,48.48,-103.5572,13,9,8,M,4535588084630539,0
Apple Store,grocery,163.35,46.3074,-71.502,46.2871,-71.496,6,19,6,M,5596184246616797,0
Shell,fuel,930.35,41.514,-117.1398,41.5551,-117.13029999999999,11,15,1,M,5562500118284959,0
CVS,fuel,165.19,31.8538,-74.4097,31.8371,-74.3951,9,1,11,F,5644526917958723,0
Kroger,clothing,608.9,37.223,-98.6043,37.2271,-98.56049999999999,8,26,2,M,3136827343398644,0
Walmart,fuel,566.96,38.2111,-91.5466,38.1969,-91.59609999999999,8,14,3,F,2145881081907452,0
Apple Store,convenience,603.99,45.6766,-79.3618,45.7205,-79.3305,21,19,11,M,8794412930090421,1
Best Buy,convenience,73.75,48.846,-120.2584,48.8458,-120.2734,3,25,2,F,1548809964029179,0
eBay,clothing,864.72,32.9534,-101.7042,32.9504,-101.6747,23,1,5,M,7096595017673891,0
CVS,electronics,661.24,30.0308,-121.5083,29.9881,-121.506,9,27,7,F,6914812340437242,0
CVS,pharmacy,958.91,37.1442,-76.7209,37.1742,-76.7021,16,14,9,M,4500792466348338,0
Shell,convenience,202.84,42.3312,-109.1589,42.326800000000006,-109.1219,18,8,5,F,2497919926590277,0
Target,grocery,391.63,45.0127,-102.1918,44.987,-102.216,16,22,11,F,5865672926166130,1
Shell,electronics,522.8,29.3405,-68.6007,29.3692,-68.61330000000001,22,24,3,F,7695152205100359,0
Best Buy,pharmacy,961.35,29.0333,-123.097,29.0424,-123.13289999999999,12,15,10,M,6311047286032108,1
CVS,fuel,866.55,36.0812,-98.3808,36.1052,-98.425,1,31,5,M,3256160494363684,0
Shell,fuel,63.42,48.3875,-100.8469,48.4236,-100.81410000000001,6,29,11,F,7604655079832901,0
Apple Store,convenience,367.92,43.7072,-101.197,43.7044,-101.165,19,29,5,F,6376902041578006,0
CVS,fuel,729.66,45.7833,-109.7248,45.8075,-109.7334,8,26,9,M,1181157526624158,0
Kroger,fuel,956.93,43.7321,-73.5854,43.7451,-73.6273,7,20,3,F,8428014892178003,0
Apple Store,fuel,595.47,32.7224,-120.0668,32.6869,-120.0993,9,19,11,M,3634976946841569,0
Best Buy,fuel,841.36,44.5375,-78.3942,44.5265,-78.4401,5,20,6,M,4487229052834550,0
Amazon,convenience,335.77,27.0115,-109.567,27.0589,-109.53649999999999,11,20,8,M,7717519248097436,0
7-Eleven,electronics,825.26,46.9044,-99.3976,46.855900000000005,-99.4057,8,28,12,M,4695929239334000,0
Kroger,fuel,317.36,42.3538,-70.6689,42.3531,-70.69099999999999,10,18,4,F,1628573075947373,0
Shell,convenience,947.76,26.3512,-104.897,26.3117,-104.90190000000001,6,24,8,F,2283797612852171,0
eBay,clothing,688.98,44.4994,-118.0939,44.4702,-118.1032,7,4,12,M,2419166126585244,0
Walmart,convenience,397.66,48.8689,-70.1817,48.831999999999994,-70.1829,7,14,5,F,4836031100245029,0
Best Buy,clothing,258.74,40.6608,-99.1633,40.663000000000004,-99.1953,14,16,3,F,1960785599636119,0
Target,electronics,319.36,28.824,-96.9005,28.8384,-96.9112,4,25,1,F,8571031187685997,0
eBay,convenience,21.36,43.9425,-112.2491,43.9224,-112.2173,14,25,1,M,8215304826451948,0
CVS,electronics,544.56,47.6817,-122.5427,47.675399999999996,-122.497,15,19,5,M,3181823597729929,0
Walmart,fuel,938.46,45.4366,-98.5531,45.4325,-98.5742,6,22,10,F,7247474163446701,1
Shell,pharmacy,704.44,47.125,-70.6169,47.1688,-70.5925,14,11,6,F,7863150526973362,0
